timestamp,host,value
1493346560,h02,0.41
1493346561,s01,0.02
1493346570,h02,0.5
1493346570,h03,0.54
1493346570,h01,1.03
1493346571,s01,0.02
1493346580,h01,1.03
1493346580,h03,0.53
1493346580,h02,0.58
1493346581,s01,0.02
1493346590,h02,0.72
1493346590,h03,0.45
1493346590,h01,1.1
1493346591,s01,0.01
1493346600,h01,1.46
1493346600,h03,0.7
1493346600,h02,1.01
1493346601,s01,0.01
1493346610,h02,1.01
1493346610,h03,0.98
1493346610,h01,1.4
1493346611,s01,0.01
1493346620,h01,1.41
1493346620,h03,1.05
1493346620,h02,0.93
1493346621,s01,0.01
1493346630,h02,1.1
1493346630,h03,1.12
1493346630,h01,1.51
1493346631,s01,0.01
1493346640,h01,1.5
1493346640,h03,1.17
1493346640,h02,1.01
1493346641,s01,0
1493346650,h02,1
1493346650,h03,1.68
1493346650,h01,1.58
1493346651,s01,0
1493346660,h01,1.88
1493346660,h03,1.81
1493346660,h02,1
1493346661,s01,0
1493346670,h02,1.07
1493346670,h03,1.76
1493346670,h01,1.82
1493346671,s01,0
1493346680,h01,1.78
1493346680,h03,1.64
1493346680,h02,1.14
1493346681,s01,0
1493346690,h02,1.43
1493346690,h03,1.54
1493346690,h01,2.12
1493346691,s01,0
1493346700,h01,2.25
1493346700,h03,1.46
1493346700,h02,1.51
1493346701,s01,0
1493346710,h02,1.43
1493346710,h03,1.4
1493346710,h01,2.13
1493346711,s01,0
1493346720,h01,2.41
1493346720,h03,1.58
1493346720,h02,1.44
1493346721,s01,0
1493346730,h02,1.29
1493346730,h03,1.97
1493346730,h01,2.27
1493346731,s01,0.07
1493346740,h01,2.22
1493346740,h03,1.83
1493346740,h02,1.4
1493346741,s01,0.06
1493346750,h02,1.42
1493346750,h03,1.71
1493346750,h01,2.03
1493346751,s01,0.05
1493346760,h01,1.79
1493346760,h03,1.45
1493346760,h02,1.2
1493346761,s01,0.04
1493346770,h02,1.1
1493346770,h03,1.46
1493346770,h01,1.52
1493346771,s01,0.04
1493346780,h01,1.28
1493346780,h03,1.23
1493346780,h02,1.31
1493346781,s01,0.03
1493346790,h02,1.11
1493346790,h03,1.2
1493346790,h01,1.16
1493346791,s01,0.02
1493346800,h01,0.98
1493346800,h03,1.47
1493346800,h02,1.02
1493346801,s01,0.02
1493346810,h02,1.34
1493346810,h03,1.25
1493346810,h01,0.9
1493346811,s01,0.02
1493346820,h01,0.84
1493346820,h03,1.05
1493346820,h02,1.53
1493346821,s01,0.01
1493346830,h02,1.3
1493346830,h03,1.11
1493346830,h01,0.79
1493346831,s01,0.23
1493346840,h01,0.82
1493346840,h03,1.1
1493346840,h02,1.24
1493346841,s01,0.2
1493346850,h02,1.13
1493346850,h03,0.93
1493346850,h01,0.78
1493346851,s01,0.17
1493346860,h01,0.81
1493346860,h03,0.79
1493346860,h02,0.96
1493346861,s01,0.14
1493346870,h02,0.81
1493346870,h03,0.67
1493346870,h01,0.77
1493346871,s01,0.12
1493346880,h01,1.11
1493346880,h03,0.72
1493346880,h02,0.91
1493346881,s01,0.1
1493346890,h02,0.77
1493346890,h03,0.61
1493346890,h01,1.24
1493346891,s01,0.08
1493346900,h01,1.28
1493346900,h03,0.52
1493346900,h02,0.65
1493346901,s01,0.07
1493346910,h02,0.63
1493346910,h03,0.44
1493346910,h01,1.45
1493346911,s01,0.06
1493346920,h01,1.38
1493346920,h03,0.44
1493346920,h02,0.69
1493346921,s01,0.05
1493346930,h02,0.89
1493346930,h03,0.53
1493346930,h01,1.56
1493346931,s01,0.04
1493346940,h01,1.87
1493346940,h03,0.84
1493346940,h02,0.91
1493346941,s01,0.03
1493346950,h02,0.92
1493346950,h03,0.86
1493346950,h01,1.74
1493346951,s01,0.03
1493346960,h01,1.77
1493346960,h03,1.36
1493346960,h02,1.17
1493346961,s01,0.02
1493346970,h02,1.22
1493346970,h03,1.38
1493346970,h01,1.81
1493346971,s01,0.02
1493346980,h01,1.82
1493346980,h03,1.32
1493346980,h02,1.19
1493346981,s01,0.02
1493346990,h02,1.08
1493346990,h03,1.35
1493346990,h01,2.01
1493346991,s01,0.01
1493347000,h01,2.09
1493347000,h03,1.22
1493347000,h02,1.38
1493347001,s01,0.01
1493347010,h02,1.31
1493347010,h03,1.72
1493347010,h01,2.23
1493347011,s01,0.01
1493347020,h01,2.04
1493347020,h03,1.53
1493347020,h02,1.26
1493347021,s01,0.01
1493347030,h02,1.07
1493347030,h03,1.29
1493347030,h01,1.73
1493347031,s01,0.01
1493347040,h01,1.93
1493347040,h03,1.17
1493347040,h02,1.22
1493347041,s01,0
1493347050,h02,1.34
1493347050,h03,1.31
1493347050,h01,2.26
1493347051,s01,0
1493347060,h01,2.37
1493347060,h03,1.42
1493347060,h02,1.21
1493347061,s01,0
1493347070,h02,1.1
1493347070,h03,1.28
1493347070,h01,2.38
1493347071,s01,0
1493347080,h01,2.47
1493347080,h03,2
1493347080,h02,0.93
1493347081,s01,0
1493347090,h02,0.94
1493347090,h03,2.54
1493347090,h01,2.7
1493347091,s01,0
1493347100,h01,2.92
1493347100,h03,2.98
1493347100,h02,0.8
1493347101,s01,0
1493347110,h02,0.68
1493347110,h03,3.45
1493347110,h01,2.77
1493347111,s01,0
1493347120,h01,2.8
1493347120,h03,3.46
1493347120,h02,0.89
1493347121,s01,0
1493347130,h02,0.75
1493347130,h03,3.92
1493347130,h01,2.68
1493347131,s01,0
1493347140,h01,2.34
1493347140,h03,3.86
1493347140,h02,0.63
1493347141,s01,0
1493347150,h02,0.68
1493347150,h03,4.18
1493347150,h01,2.06
1493347151,s01,0
1493347160,h01,1.89
1493347160,h03,4.22
1493347160,h02,1.37
1493347161,s01,0
1493347170,h02,1.31
1493347170,h03,4.34
1493347170,h01,1.83
1493347171,s01,0
1493347180,h01,1.7
1493347180,h03,4.76
1493347180,h02,1.35
1493347181,s01,0
1493347190,h02,1.21
1493347190,h03,4.8
1493347190,h01,1.84
1493347191,s01,0
1493347200,h01,1.79
1493347200,h03,4.83
1493347200,h02,1.11
1493347201,s01,0
1493347210,h02,1.02
1493347210,h03,5.14
1493347210,h01,1.59
1493347211,s01,0
1493347220,h01,1.5
1493347220,h03,4.97
1493347220,h02,1.65
1493347221,s01,0
1493347230,h02,1.54
1493347230,h03,4.9
1493347230,h01,1.57
1493347231,s01,0
1493347240,h01,1.4
1493347240,h03,4.76
1493347240,h02,1.31
1493347241,s01,0
1493347250,h02,1.1
1493347250,h03,5.03
1493347250,h01,1.19
1493347251,s01,0
1493347260,h01,1.08
1493347260,h03,4.65
1493347260,h02,1.09
1493347261,s01,0
1493347270,h02,1.07
1493347270,h03,4.71
1493347270,h01,1.07
1493347271,s01,0.07
1493347280,h01,1.23
1493347280,h03,4.51
1493347280,h02,1.44
1493347281,s01,0.06
1493347290,h02,1.22
1493347290,h03,4.28
1493347290,h01,1.41
1493347291,s01,0.05
1493347300,h01,1.27
1493347300,h03,3.92
1493347300,h02,1.11
1493347301,s01,0.04
1493347310,h02,1.02
1493347310,h03,3.47
1493347310,h01,1.23
1493347311,s01,0.04
1493347320,h01,1.44
1493347320,h03,3.17
1493347320,h02,1.18
1493347321,s01,0.03
1493347330,h02,1
1493347330,h03,2.83
1493347330,h01,1.45
1493347331,s01,0.02
1493347340,h01,1.45
1493347340,h03,2.47
1493347340,h02,1.14
1493347341,s01,0.02
1493347350,h02,0.96
1493347350,h03,2.17
1493347350,h01,1.47
1493347351,s01,0.02
1493347360,h01,1.24
1493347360,h03,1.84
1493347360,h02,1.06
1493347361,s01,0.01
1493347370,h02,0.97
1493347370,h03,1.63
1493347370,h01,1.36
1493347371,s01,0.01
1493347380,h01,1.38
1493347380,h03,1.69
1493347380,h02,0.9
1493347381,s01,0.01
1493347390,h02,0.76
1493347390,h03,1.73
1493347390,h01,1.39
1493347391,s01,0.15
1493347400,h01,1.33
1493347400,h03,1.54
1493347400,h02,0.64
1493347401,s01,0.13
1493347410,h02,0.69
1493347410,h03,1.37
1493347410,h01,1.13
1493347411,s01,0.11
1493347420,h01,1.11
1493347420,h03,1.55
1493347420,h02,0.98
1493347421,s01,0.09
1493347430,h02,0.98
1493347430,h03,1.31
1493347430,h01,1.23
1493347431,s01,0.08
1493347440,h01,1.41
1493347440,h03,1.26
1493347440,h02,0.98
1493347441,s01,0.07
1493347450,h02,0.99
1493347450,h03,1.3
1493347450,h01,1.43
1493347451,s01,0.06
1493347460,h01,1.83
1493347460,h03,1.33
1493347460,h02,0.99
1493347461,s01,0.05
1493347470,h02,1.13
1493347470,h03,1.6
1493347470,h01,1.85
1493347471,s01,0.04
1493347480,h01,1.95
1493347480,h03,1.42
1493347480,h02,1.11
1493347481,s01,0.03
1493347490,h02,1.33
1493347490,h03,1.2
1493347490,h01,2.1
1493347491,s01,0.03
1493347500,h01,2
1493347500,h03,1.17
1493347500,h02,1.44
1493347501,s01,0.02
1493347510,h02,1.38
1493347510,h03,1.21
1493347510,h01,2.07
1493347511,s01,0.02
1493347520,h01,2.05
1493347520,h03,1.34
1493347520,h02,1.32
1493347521,s01,0.02
1493347530,h02,1.19
1493347530,h03,1.29
1493347530,h01,2.58
1493347531,s01,0.01
1493347540,h01,3.09
1493347540,h03,1.62
1493347540,h02,1.16
1493347541,s01,0.01
1493347550,h02,1.13
1493347550,h03,1.52
1493347550,h01,2.99
1493347551,s01,0.01
1493347560,h01,2.68
1493347560,h03,1.75
1493347560,h02,1.25
1493347561,s01,0.3
1493347570,h02,1.52
1493347570,h03,1.93
1493347570,h01,2.5
1493347571,s01,0.26
1493347580,h01,2.27
1493347580,h03,1.79
1493347580,h02,1.74
1493347581,s01,0.22
1493347590,h02,1.55
1493347590,h03,1.51
1493347590,h01,1.92
1493347591,s01,0.18
1493347600,h01,1.62
1493347600,h03,1.67
1493347600,h02,1.61
1493347601,s01,0.15
1493347610,h02,1.52
1493347610,h03,1.56
1493347610,h01,1.52
1493347611,s01,0.13
1493347620,h01,1.29
1493347620,h03,1.32
1493347620,h02,2.14
1493347621,s01,0.11
1493347630,h02,3.37
1493347630,h03,1.12
1493347630,h01,1.17
1493347631,s01,0.09
1493347640,h01,0.99
1493347640,h03,1.03
1493347640,h02,3.07
1493347641,s01,0.08
1493347650,h02,2.83
1493347650,h03,1.18
1493347650,h01,1.07
1493347651,s01,0.06
1493347660,h01,1.06
1493347660,h03,1.07
1493347660,h02,2.54
1493347661,s01,0.05
1493347670,h02,2.23
1493347670,h03,1.29
1493347670,h01,1.12
1493347671,s01,0.05
1493347680,h01,1.1
1493347680,h03,1.25
1493347680,h02,2.05
1493347681,s01,0.04
1493347690,h02,1.96
1493347690,h03,1.29
1493347690,h01,1.08
1493347691,s01,0.03
1493347700,h01,1
1493347700,h03,1.24
1493347700,h02,1.66
1493347701,s01,0.03
1493347710,h02,1.63
1493347710,h03,1.21
1493347710,h01,1
1493347711,s01,0.02
1493347720,h01,1
1493347720,h03,1.17
1493347720,h02,1.38
1493347721,s01,0.02
1493347730,h02,1.24
1493347730,h03,1.54
1493347730,h01,1
1493347731,s01,0.02
1493347740,h01,1
1493347740,h03,1.45
1493347740,h02,1.13
1493347741,s01,0.01
1493347750,h02,1.04
1493347750,h03,1.38
1493347750,h01,1
1493347751,s01,0.01
1493347760,h01,1
1493347760,h03,1.32
1493347760,h02,0.95
1493347761,s01,0.01
1493347770,h02,0.96
1493347770,h03,1.27
1493347770,h01,1.08
1493347771,s01,0.01
1493347780,h01,1.15
1493347780,h03,1.38
1493347780,h02,0.89
1493347781,s01,0
1493347790,h02,0.83
1493347790,h03,1.32
1493347790,h01,1.35
1493347791,s01,0
1493347800,h01,1.3
1493347800,h03,1.27
1493347800,h02,0.93
1493347801,s01,0
1493347810,h02,0.94
1493347810,h03,1.15
1493347810,h01,1.18
1493347811,s01,0
1493347820,h01,1.15
1493347820,h03,1.13
1493347820,h02,1.42
1493347821,s01,0
1493347830,h02,2.2
1493347830,h03,1.04
1493347830,h01,1.28
1493347831,s01,0
1493347840,h01,2.25
1493347840,h03,0.95
1493347840,h02,2.71
1493347841,s01,0
1493347850,h02,2.9
1493347850,h03,0.96
1493347850,h01,2.6
1493347851,s01,0
1493347860,h01,3.13
1493347860,h03,0.89
1493347860,h02,2.99
1493347861,s01,0
1493347870,h02,2.91
1493347870,h03,0.83
1493347870,h01,3.33
1493347871,s01,0
1493347880,h01,2.97
1493347880,h03,0.7
1493347880,h02,2.62
1493347881,s01,0
1493347890,h02,2.45
1493347890,h03,0.68
1493347890,h01,2.67
1493347891,s01,0
1493347900,h01,2.41
1493347900,h03,0.95
1493347900,h02,2.22
1493347901,s01,0
1493347910,h02,2.04
1493347910,h03,0.88
1493347910,h01,2.34
1493347911,s01,0
1493347920,h01,2.13
1493347920,h03,1.05
1493347920,h02,1.95
1493347921,s01,0
1493347930,h02,1.73
1493347930,h03,1.04
1493347930,h01,2.04
1493347931,s01,0
1493347940,h01,1.88
1493347940,h03,1.03
1493347940,h02,1.77
1493347941,s01,0
1493347950,h02,1.73
1493347950,h03,0.95
1493347950,h01,2.19
1493347951,s01,0
1493347960,h01,2.3
1493347960,h03,0.88
1493347960,h02,1.69
1493347961,s01,0
1493347970,h02,1.59
1493347970,h03,0.82
1493347970,h01,2.25
1493347971,s01,0
1493347980,h01,2.37
1493347980,h03,0.85
1493347980,h02,1.42
1493347981,s01,0
1493347990,h02,1.36
1493347990,h03,1.03
1493347990,h01,2.32
1493347991,s01,0
1493348000,h01,2.19
1493348000,h03,0.95
1493348000,h02,1.38
1493348001,s01,0.07
1493348010,h02,1.32
1493348010,h03,0.95
1493348010,h01,2.15
1493348011,s01,0.06
1493348020,h01,2.05
1493348020,h03,1.12
1493348020,h02,1.27
1493348021,s01,0.05
1493348030,h02,1.37
1493348030,h03,1.1
1493348030,h01,2.2
1493348031,s01,0.12
1493348040,h01,2.31
1493348040,h03,1.24
1493348040,h02,1.32
1493348041,s01,0.17
1493348050,h02,1.34
1493348050,h03,1.12
1493348050,h01,2.11
1493348051,s01,0.15
1493348060,h01,1.86
1493348060,h03,1.27
1493348060,h02,1.45
1493348061,s01,0.12
1493348070,h02,1.3
1493348070,h03,1.22
1493348070,h01,1.65
1493348071,s01,0.1
1493348080,h01,1.79
1493351840,h01,10.21
1493351840,h03,1.68
1493351840,h02,2.28
1493351841,s01,0.07
1493351850,h02,1.93
1493351850,h03,1.58
1493351850,h01,8.95
1493351851,s01,0.06
1493351860,h01,8.12
1493351860,h03,1.56
1493351860,h02,1.63
1493351861,s01,0.05
1493351870,h02,1.38
1493351870,h03,1.47
1493351870,h01,7.4
1493351871,s01,0.04
1493351880,h01,6.34
1493351880,h03,1.4
1493351880,h02,1.46
1493351881,s01,0.03
1493351890,h02,1.24
1493351890,h03,1.33
1493351890,h01,5.82
1493351891,s01,0.03
1493351900,h01,5.08
1493351900,h03,1.28
1493351900,h02,1.28
1493351901,s01,0.02
1493351910,h02,1.32
1493351910,h03,1.31
1493351910,h01,4.46
1493351911,s01,0.02
1493351920,h01,3.93
1493351920,h03,1.65
1493351920,h02,1.27
1493351921,s01,0.02
1493351930,h02,1.39
1493351930,h03,1.47
1493351930,h01,3.56
1493351931,s01,0.01
1493351940,h01,3.17
1493351940,h03,1.47
1493351940,h02,1.71
1493351941,s01,0.01
1493351950,h02,1.68
1493351950,h03,1.56
1493351950,h01,3.4
1493351951,s01,0.01
1493351960,h01,3.26
1493351960,h03,1.4
1493351960,h02,1.57
1493351961,s01,0.01
1493351970,h02,1.48
1493351970,h03,1.33
1493351970,h01,3.06
1493351971,s01,0
1493351980,h01,2.82
1493351980,h03,1.35
1493351980,h02,1.41
1493351981,s01,0
1493351990,h02,1.27
1493351990,h03,1.3
1493351990,h01,2.83
1493351991,s01,0
1493352000,h01,2.54
1493352000,h03,1.18
1493352000,h02,1.23
1493352001,s01,0
1493352010,h02,1.19
1493352010,h03,1.16
1493352010,h01,2.55
1493352011,s01,0.08
1493352020,h01,2.46
1493352020,h03,1.83
1493352020,h02,1.16
1493352021,s01,0.06
1493352030,h02,1.37
1493352030,h03,2.09
1493352030,h01,2.24
1493352031,s01,0.05
1493352040,h01,2.2
1493352040,h03,2.69
1493352040,h02,1.94
1493352041,s01,0.04
1493352050,h02,1.8
1493352050,h03,3.44
1493352050,h01,2.09
1493352051,s01,0.04
1493352060,h01,2.07
1493352060,h03,3.52
1493352060,h02,1.68
1493352061,s01,0.03
1493352070,h02,1.57
1493352070,h03,3.45
1493352070,h01,2.06
1493352071,s01,0.03
1493352080,h01,2.28
1493352080,h03,3.69
1493352080,h02,1.48
1493352081,s01,0.02
1493352090,h02,2.5
1493352090,h03,3.76
1493352090,h01,2.08
1493352091,s01,0.02
1493352100,h01,2.16
1493352100,h03,3.4
1493352100,h02,4.43
1493352101,s01,0.01
1493352110,h02,4.52
1493352110,h03,3.04
1493352110,h01,1.99
1493352111,s01,0.01
1493352120,h01,1.84
1493352120,h03,2.57
1493352120,h02,4.68
1493352121,s01,0.01
1493352130,h02,4.73
1493352130,h03,2.56
1493352130,h01,1.71
1493352131,s01,0.01
1493352140,h01,1.6
1493352140,h03,2.7
1493352140,h02,5
1493352141,s01,0.01
1493352150,h02,5
1493352150,h03,2.36
1493352150,h01,1.55
1493352151,s01,0
1493352160,h01,1.7
1493352160,h03,2.21
1493352160,h02,4.98
1493352161,s01,0
1493352170,h02,4.83
1493352170,h03,1.87
1493352170,h01,1.67
1493352171,s01,0
1493352180,h01,1.57
1493352180,h03,1.89
1493352180,h02,5.09
1493352181,s01,0
1493352190,h02,5
1493352190,h03,1.6
1493352190,h01,1.48
1493352191,s01,0
1493352200,h01,1.48
1493352200,h03,1.44
1493352200,h02,5
1493352201,s01,0
1493352210,h02,4.78
1493352210,h03,1.21
1493352210,h01,2.52
1493352211,s01,0
1493352220,h01,3.1
1493352220,h03,1.03
1493352220,h02,4.58
1493352221,s01,0
1493352230,h02,4.81
1493352230,h03,0.87
1493352230,h01,2.99
1493352231,s01,0
1493352240,h01,3.3
1493352240,h03,0.73
1493352240,h02,4.38
1493352241,s01,0
1493352250,h02,4.01
1493352250,h03,0.78
1493352250,h01,3.16
1493352251,s01,0
1493352260,h01,2.9
1493352260,h03,0.73
1493352260,h02,3.55
1493352261,s01,0
1493352270,h02,3.16
1493352270,h03,0.62
1493352270,h01,2.45
1493352271,s01,0
1493352280,h01,2.52
1493352280,h03,0.53
1493352280,h02,2.75
1493352281,s01,0
1493352290,h02,2.4
1493352290,h03,0.44
1493352290,h01,2.43
1493352291,s01,0
1493352300,h01,2.2
1493352300,h03,0.38
1493352300,h02,2.17
1493352301,s01,0
1493352310,h02,1.99
1493352310,h03,0.39
1493352310,h01,2.3
1493352311,s01,0
1493352320,h01,1.95
1493352320,h03,0.33
1493352320,h02,1.84
1493352321,s01,0
1493352330,h02,1.55
1493352330,h03,0.28
1493352330,h01,2.42
1493352331,s01,0
1493352340,h01,2.41
1493352340,h03,0.24
1493352340,h02,1.39
1493352341,s01,0
1493352350,h02,1.47
1493352350,h03,0.2
1493352350,h01,2.34
1493352351,s01,0
1493352360,h01,2.28
1493352360,h03,0.17
1493352360,h02,1.4
1493352361,s01,0
1493352370,h02,1.5
1493352370,h03,0.37
1493352370,h01,2.3
1493352371,s01,0
1493352380,h01,2.4
1493352380,h03,0.47
1493352380,h02,1.73
1493352381,s01,0
1493352390,h02,1.92
1493352390,h03,0.55
1493352390,h01,2.33
1493352391,s01,0
1493352400,h01,2.27
1493352400,h03,0.63
1493352400,h02,2.16
1493352401,s01,0.08
1493352410,h02,2.7
1493352410,h03,0.6
1493352410,h01,2.21
1493352411,s01,0.07
1493352420,h01,2.17
1493352420,h03,0.58
1493352420,h02,4.35
1493352421,s01,0.06
1493352430,h02,3.83
1493352430,h03,0.65
1493352430,h01,2.46
1493352431,s01,0.05
1493352440,h01,2.92
1493352440,h03,0.7
1493352440,h02,3.47
1493352441,s01,0.04
1493352450,h02,2.94
1493352450,h03,0.59
1493352450,h01,3.46
1493352451,s01,0.03
1493352460,h01,3.69
1493352460,h03,0.5
1493352460,h02,2.73
1493352461,s01,0.03
1493352470,h02,2.46
1493352470,h03,0.66
1493352470,h01,3.79
1493352471,s01,0.02
1493352480,h01,3.97
1493352480,h03,1.03
1493352480,h02,2.88
1493352481,s01,0.02
1493352490,h02,2.44
1493352490,h03,0.94
1493352490,h01,4.21
1493352491,s01,0.09
1493352500,h01,4.16
1493352500,h03,0.8
1493352500,h02,2.06
1493352501,s01,0.08
1493352510,h02,1.83
1493352510,h03,0.89
1493352510,h01,4.28
1493352511,s01,0.06
1493352520,h01,4.69
1493352520,h03,1.22
1493352520,h02,1.95
1493352521,s01,0.05
1493352530,h02,2.26
1493352530,h03,1.03
1493352530,h01,4.12
1493352531,s01,0.04
1493352540,h01,3.63
1493352540,h03,0.87
1493352540,h02,2.22
1493352541,s01,0.04
1493352550,h02,2.41
1493352550,h03,0.74
1493352550,h01,3.15
1493352551,s01,0.03
1493352560,h01,2.81
1493352560,h03,0.62
1493352560,h02,2.57
1493352561,s01,0.03
1493352570,h02,2.79
1493352570,h03,0.53
1493352570,h01,2.53
1493352571,s01,0.02
1493352580,h01,2.29
1493352580,h03,0.61
1493352580,h02,3.06
1493352581,s01,0.02
1493352590,h02,3.36
1493352590,h03,0.82
1493352590,h01,2.47
1493352591,s01,0.01
1493352600,h01,2.55
1493352600,h03,0.77
1493352600,h02,3.45
1493352601,s01,0.01
1493352610,h02,3.53
1493352610,h03,1.04
1493352610,h01,2.45
1493352611,s01,0.01
1493352620,h01,2.46
1493352620,h03,1.27
1493352620,h02,3.61
1493352621,s01,0.01
1493352630,h02,3.91
1493352630,h03,1.31
1493352630,h01,2.54
1493352631,s01,0.08
1493352640,h01,2.82
1493352640,h03,1.42
1493352640,h02,3.78
1493352641,s01,0.07
1493352650,h02,4.11
1493352650,h03,1.89
1493352650,h01,3.08
1493352651,s01,0.06
1493352660,h01,3.81
1493352660,h03,2.13
1493352660,h02,4.09
1493352661,s01,0.05
1493352670,h02,4.25
1493352670,h03,2.26
1493352670,h01,4.09
1493352671,s01,0.04
1493352680,h01,4.38
1493352680,h03,2.14
1493352680,h02,4.66
1493352681,s01,0.03
1493352690,h02,4.41
1493352690,h03,2.12
1493352690,h01,4.4
1493352691,s01,0.03
1493352700,h01,4.55
1493352700,h03,2.1
1493352700,h02,4.18
1493352701,s01,0.02
1493352710,h02,4.15
1493352710,h03,2.08
1493352710,h01,4.54
1493352711,s01,0.02
1493352720,h01,4.46
1493352720,h03,2.51
1493352720,h02,3.89
1493352721,s01,0.02
1493352730,h02,4.61
1493352730,h03,2.35
1493352730,h01,4.4
1493352731,s01,0.01
1493352740,h01,4.1
1493352740,h03,2.37
1493352740,h02,5.88
1493352741,s01,0.01
1493352750,h02,5.05
1493352750,h03,2.15
1493352750,h01,4.16
1493352751,s01,0.01
1493352760,h01,3.98
1493352760,h03,1.82
1493352760,h02,4.35
1493352761,s01,0.01
1493352770,h02,3.68
1493352770,h03,1.7
1493352770,h01,3.83
1493352771,s01,0
1493352780,h01,4
1493352780,h03,1.43
1493352780,h02,3.19
1493352781,s01,0
1493352790,h02,2.84
1493352790,h03,1.21
1493352790,h01,4
1493352791,s01,0
1493352800,h01,4.14
1493352800,h03,1.03
1493352800,h02,2.49
1493352801,s01,0
1493352810,h02,2.1
1493352810,h03,0.87
1493352810,h01,4.04
1493352811,s01,0
1493352820,h01,4.12
1493352820,h03,0.73
1493352820,h02,2.01
1493352821,s01,0
1493352830,h02,1.86
1493352830,h03,0.78
1493352830,h01,4.49
1493352831,s01,0
1493352840,h01,4.72
1493352840,h03,0.98
1493352840,h02,1.88
1493352841,s01,0
1493352850,h02,1.9
1493352850,h03,1.13
1493352850,h01,4.52
1493352851,s01,0
1493352860,h01,4.43
1493352860,h03,1.27
1493352860,h02,1.84
1493352861,s01,0
1493352870,h02,1.79
1493352870,h03,1.23
1493352870,h01,4.68
1493352871,s01,0
1493352880,h01,4.78
1493352880,h03,1.19
1493352880,h02,1.67
1493352881,s01,0
1493352890,h02,1.95
1493352890,h03,1.23
1493352890,h01,4.67
1493352891,s01,0
1493352900,h01,4.34
1493352900,h03,1.2
1493352900,h02,1.88
1493352901,s01,0
1493352910,h02,1.82
1493352910,h03,1.25
1493352910,h01,3.9
1493352911,s01,0
1493352920,h01,3.59
1493352920,h03,1.13
1493352920,h02,1.94
1493352921,s01,0
1493352930,h02,1.64
1493352930,h03,1.04
1493352930,h01,3.89
1493352931,s01,0
1493352940,h01,3.76
1493352940,h03,0.88
1493352940,h02,1.39
1493352941,s01,0
1493352950,h02,1.17
1493352950,h03,0.74
1493352950,h01,3.41
1493352951,s01,0
1493352960,h01,3.11
1493352960,h03,0.63
1493352960,h02,1.15
1493352961,s01,0
1493352970,h02,1.12
1493352970,h03,0.53
1493352970,h01,2.71
1493352971,s01,0
1493352980,h01,2.52
1493352980,h03,0.45
1493352980,h02,1.09
1493352981,s01,0
1493352990,h02,1
1493352990,h03,0.53
1493352990,h01,2.29
1493352991,s01,0
1493353000,h01,2.54
1493353000,h03,0.44
1493353000,h02,1.44
1493353001,s01,0
1493353010,h02,1.22
1493353010,h03,0.38
1493353010,h01,2.3
1493353011,s01,0
1493353020,h01,2.18
1493353020,h03,0.4
1493353020,h02,1.77
1493353021,s01,0
1493353030,h02,1.57
1493353030,h03,0.97
1493353030,h01,1.92
1493353031,s01,0
1493353040,h01,1.78
1493353040,h03,0.97
1493353040,h02,1.63
1493353041,s01,0
1493353050,h02,2.41
1493353050,h03,1.05
1493353050,h01,1.74
1493353051,s01,0
1493353060,h01,1.86
1493353060,h03,1.12
1493353060,h02,3.8
1493353061,s01,0
1493353070,h02,3.96
1493353070,h03,1.41
1493353070,h01,2.19
1493353071,s01,0
1493353080,h01,2.17
1493353080,h03,1.65
1493353080,h02,3.5
1493353081,s01,0.24
1493353090,h02,3.2
1493353090,h03,2.07
1493353090,h01,2.3
1493353091,s01,0.2
1493353100,h01,2.4
1493353100,h03,2.14
1493353100,h02,2.86
1493353101,s01,0.17
1493353110,h02,2.64
1493353110,h03,2.26
1493353110,h01,2.18
1493353111,s01,0.14
1493353120,h01,2.08
1493353120,h03,2.29
1493353120,h02,2.31
1493353121,s01,0.12
1493353130,h02,1.96
1493353130,h03,2.41
1493353130,h01,1.9
1493353131,s01,0.18
1493353140,h01,1.77
1493353140,h03,2.58
1493353140,h02,1.65
1493353141,s01,0.15
1493353150,h02,1.4
1493353150,h03,2.25
1493353150,h01,1.72
1493353151,s01,0.13
1493353160,h01,1.45
1493353160,h03,2.15
1493353160,h02,1.42
1493353161,s01,0.11
1493353170,h02,1.28
1493353170,h03,1.82
1493353170,h01,1.23
1493353171,s01,0.17
1493353180,h01,1.12
1493353180,h03,1.54
1493353180,h02,1.08
1493353181,s01,0.14
1493353190,h02,1.16
1493353190,h03,1.3
1493353190,h01,1.17
1493353191,s01,0.12
1493353200,h01,0.99
1493353200,h03,1.1
1493353200,h02,1.29
1493353201,s01,0.1
1493353210,h02,1.25
1493353210,h03,1.4
1493353210,h01,0.99
1493353211,s01,0.08
1493353220,h01,0.84
1493353220,h03,1.72
1493353220,h02,1.06
1493353221,s01,0.07
1493353230,h02,0.97
1493353230,h03,1.69
1493353230,h01,0.86
1493353231,s01,0.06
1493353240,h01,1.05
1493353240,h03,1.66
1493353240,h02,1.35
1493353241,s01,0.05
1493353250,h02,1.14
1493353250,h03,2.02
1493353250,h01,1.89
1493353251,s01,0.04
1493353260,h01,2.37
1493353260,h03,2.41
1493353260,h02,1.13
1493353261,s01,0.04
1493353270,h02,1.8
1493353270,h03,2.41
1493353270,h01,2.61
1493353271,s01,0.03
1493353280,h01,3.06
1493353280,h03,2.66
1493353280,h02,2.44
1493353281,s01,0.02
1493353290,h02,2.92
